,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,percentage_male,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url,male_students
192,United States,Northeastern University,681,193,193,91.7,79,35.4,700,70.1,223,52.4,26.8,370,35.6,254,51.0,18780,32%,14.0,"Biological Sciences,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Communication & Media Studies,Sociology,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Psychology,Mathematics & Statistics,Law,History, Philosophy & Theology,Business & Management,Architecture,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/northeastern-university,9577.0
193,Russian Federation,Lomonosov Moscow State University,753,194,194,15.8,933,89.0,58,61.1,303,52.3,61.6,71,74.2,26,52.0,29236,22%,7.3,"Sociology,Education,History, Philosophy & Theology,Biological Sciences,Chemistry,Computer Science,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Physics & Astronomy,Mathematics & Statistics,Languages, Literature & Linguistics,Geography,Geology, Environmental, Earth & Marine Sciences,General Engineering,Communication & Media Studies,Business & Management,Psychology,Mechanical & Aerospace Engineering",/world-university-rankings/lomonosov-moscow-state-university,15202.0
194,Netherlands,Tilburg University,734,195,195,61.3,423,59.0,197,75.8,179,52.1,50.1,112,38.4,206,52.0,7738,13%,22.5,"Other Health,Law,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Psychology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Sociology,Agriculture & Forestry,Computer Science,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Education,Accounting & Finance",/world-university-rankings/tilburg-university,4023.0
195,France,Paris-Sorbonne University – Paris 4,924,196,196,77.1,241,32.1,999,57.9,345,52.0,34.3,251,44.6,132,32.0,22042,15%,30.2,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology,Psychology,Geography",/world-university-rankings/paris-sorbonne-university-paris-4,7053.0
196,United Kingdom,"Royal Holloway, University of London",571,197,197,85.0,156,35.0,726,93.0,37,51.9,27.9,345,33.9,294,41.0,8931,40%,15.4,"Sociology,Art, Performing Arts & Design,Accounting & Finance,Law,Electrical & Electronic Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Mathematics & Statistics,Geography,Computer Science,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Psychology,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/royal-holloway-university-london,3661.0
197,United States,"University of California, Riverside",607,=198,198,92.3,76,37.4,591,63.9,277,51.7,30.9,294,30.0,391,49.0,20740,14%,20.7,"Accounting & Finance,Economics & Econometrics,Communication & Media Studies,Chemistry,Education,Mechanical & Aerospace Engineering,Medicine & Dentistry,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Biological Sciences,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Languages, Literature & Linguistics,Art, Performing Arts & Design,Psychology,Electrical & Electronic Engineering,Chemical Engineering,Business & Management",/world-university-rankings/university-california-riverside,10162.0
198,Sweden,University of Gothenburg,676,=198,199,87.5,129,38.9,526,62.5,293,51.7,39.2,199,26.7,477,33.0,18378,13%,10.0,"Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Law,Psychology,Sociology,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Archaeology,Other Health,Chemistry,Art, Performing Arts & Design,Communication & Media Studies,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Medicine & Dentistry,Geography",/world-university-rankings/university-gothenburg,
199,Taiwan,National Taiwan University,618,=198,200,53.4,496,65.0,165,33.4,716,51.7,54.7,93,50.4,87,60.0,31758,8%,11.5,"Physics & Astronomy,Psychology,General Engineering,Sport Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Law,Chemical Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Other Health,Business & Management",/world-university-rankings/national-taiwan-university,19054.0
200,Denmark,Aalborg University,766,201–250,201,84.2,166,46.5,328,70.7,218,48.3–51.6,36.2,224,28.2,433,51.0,15512,13%,13.6,"Computer Science,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,General Engineering,Business & Management,Chemical Engineering,Economics & Econometrics",/world-university-rankings/aalborg-university,7911.0
201,Belgium,University of Antwerp,742,201–250,202,73.3,288,75.9,110,66.3,255,48.3–51.6,40.1,187,34.6,272,47.0,16056,16%,35.2,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Medicine & Dentistry,Other Health,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Architecture,Business & Management,Veterinary Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Computer Science,Biological Sciences,Law,Mathematics & Statistics,Physics & Astronomy,Communication & Media Studies,Sociology,Education,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering",/world-university-rankings/university-antwerp,7546.0
202,Spain,University of Barcelona,667,201–250,203,83.2,171,34.0,790,50.6,438,48.3–51.6,32.5,273,32.4,331,39.0,47458,10%,12.4,"Chemistry,Agriculture & Forestry,Psychology,Sport Science,Geography,Computer Science,General Engineering,Accounting & Finance,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Archaeology,Medicine & Dentistry,Law,Communication & Media Studies,Education,Art, Performing Arts & Design,Sociology,Economics & Econometrics",/world-university-rankings/university-barcelona,18508.0
203,Norway,University of Bergen,655,201–250,204,90.0,95,35.2,712,75.3,181,48.3–51.6,30.6,302,29.2,407,40.0,12554,13%,12.0,"Art, Performing Arts & Design,Biological Sciences,Psychology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,History, Philosophy & Theology,Business & Management,Computer Science,Geography,Sociology,Other Health,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Archaeology,Chemistry,Education,Economics & Econometrics,Law",/world-university-rankings/university-bergen,5021.0
204,Italy,University of Bologna,692,201–250,205,80.0,209,39.1,514,47.4,495,48.3–51.6,30.1,306,43.6,140,38.0,62296,10%,22.2,"Mechanical & Aerospace Engineering,Archaeology,Veterinary Science,Geography,Medicine & Dentistry,History, Philosophy & Theology,Accounting & Finance,Economics & Econometrics,Law,Business & Management,Psychology,Languages, Literature & Linguistics,Architecture,Sport Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Sociology,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Computer Science,Education,Chemical Engineering",/world-university-rankings/university-bologna,
205,United States,Brandeis University,614,201–250,206,99.7,6,33.7,815,49.8,451,48.3–51.6,24.3,420,28.9,419,45.0,5620,25%,12.9,"Chemistry,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Sociology,Physics & Astronomy,Psychology,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Education,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/brandeis-university,2529.0
206,Canada,University of Calgary,693,201–250,207,77.2,239,53.5,239,73.6,197,48.3–51.6,35.8,233,34.6,273,39.0,27084,19%,15.7,"Education,Sport Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Medicine & Dentistry,Biological Sciences,General Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Geography,Chemistry,Mathematics & Statistics,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Sociology,Law,Architecture,History, Philosophy & Theology,Civil Engineering,Veterinary Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Archaeology,Communication & Media Studies",/world-university-rankings/university-calgary,
207,Sweden,Chalmers University of Technology,695,201–250,208,62.3,410,70.2,130,78.3,155,48.3–51.6,39.6,193,35.1,262,69.0,9112,16%,11.4,"Computer Science,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,General Engineering,Sport Science,Physics & Astronomy,Education,Civil Engineering,Chemistry,Economics & Econometrics,Business & Management,Mechanical & Aerospace Engineering,Architecture,Chemical Engineering,Biological Sciences",/world-university-rankings/chalmers-university-technology,6287.0
208,United States,University of Cincinnati,672,201–250,209,82.0,184,41.0,448,35.6,678,48.3–51.6,30.3,305,36.9,226,48.0,28035,9%,20.7,"Communication & Media Studies,Physics & Astronomy,General Engineering,Geography,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Accounting & Finance,Electrical & Electronic Engineering,Agriculture & Forestry,Architecture,Chemical Engineering,Business & Management,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Law,Civil Engineering,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Education",/world-university-rankings/university-cincinnati,13456.0
209,Denmark,Copenhagen Business School,131327,201–250,210,80.8,199,40.4,465,91.2,56,48.3–51.6,36.6,221,24.2,585,51.0,19079,23%,44.3,"Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Law,Business & Management,Mathematics & Statistics,Computer Science,Communication & Media Studies,Accounting & Finance,Sociology",/world-university-rankings/copenhagen-business-school,9730.0
210,United States,University of Delaware,644,201–250,211,79.5,216,91.0,52,45.4,525,48.3–51.6,37.5,212,27.8,443,43.0,20125,10%,16.8,"Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Biological Sciences,Geography,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies),Chemistry,Sport Science,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Accounting & Finance,History, Philosophy & Theology,Business & Management,Other Health,Electrical & Electronic Engineering,Psychology,Chemical Engineering",/world-university-rankings/university-delaware,8653.0
211,Germany,University of Duisburg-Essen,898,201–250,212,88.8,111,73.8,113,52.7,409,48.3–51.6,29.9,311,32.8,313,52.0,41916,13%,53.8,"Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Biological Sciences,Art, Performing Arts & Design,General Engineering,Computer Science,Chemistry,Civil Engineering,History, Philosophy & Theology,Sociology,Physics & Astronomy,Other Health,Mathematics & Statistics,Business & Management,Economics & Econometrics",/world-university-rankings/university-duisburg-essen,21796.0
